id,site,unidade,vida,igv_abertura,bov_fechada,pre_sistema,pre_descarga,pre_oleo,vibracao_1,vibracao_2,vibracao_3,corrente_motor,consumo_motor,temp_oleo,temp_entrada,temp_reserva,temp_espira,temp_mancal_de,temp_mancal_nde,hs_trabalhadas,hs_carga,pre_setpoint,pre_unloadsp,pre_reloadsp,status_ligado,carga_alivio,pronto,alarme,trip,aux_oil_pump_trip,vibration_1_high_alarm,press_oil_l,vibration_2_high_alarm,vibration_3_high_alarm,motor_current_l,oil_supply_temp_high,estag_3_inlet_temp_high,oil_reservoir_temp_l,timestamp
1,teste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953125,16.757813,5.703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9375,16.609375,5.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96875,16.304688,5.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.875,16.445313,5.710938,349.563,198.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.023438,16.578125,5.703125,351.188,199.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.78125,16.507813,5.734375,351.813,199.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5625,16.507813,5.742188,349.438,198.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.679688,16.476563,5.742188,348.875,198.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.609375,16.226563,5.710938,349.313,198.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.578125,16.429688,5.726563,349.938,198.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.742188,16.484375,5.710938,348.875,198.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.804688,16.9375,5.734375,349.938,198.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.765625,16.671875,5.710938,349.813,198.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.757813,16.632813,5.710938,350.188,198.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9375,16.882813,5.695313,350.0,198.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.742188,16.53125,5.703125,350.313,198.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.804688,16.554688,5.726563,350.875,199.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.773438,16.703125,5.742188,349.688,198.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-16 14:03:14
